Date,Server_ID,Region,Server_Type,CPU_Utilization_Pct,Memory_Utilization_Pct,Disk_Utilization_Pct,Requests_Count,Network_Traffic_MBps,Avg_Response_Time_ms,Error_Count,Incident_Count,Server_Status,Availability_Pct
2026-07-24,SRV-105,Bengaluru,Application,46.61,74.52,63.89,77769,576.83,192.68,13,1,Healthy,99.9833
2026-07-24,SRV-106,Bengaluru,Application,66.44,61.55,50.45,81042,438.49,180.46,17,0,Healthy,99.979
2026-07-24,SRV-107,Hyderabad,API,54.65,84.78,62.92,73310,432.11,112.06,17,0,Healthy,99.9768
2026-07-24,SRV-108,Hyderabad,API,87.04,75.17,50.47,98748,388.22,429.39,64,3,Warning,99.9352
2026-07-24,SRV-109,Delhi,Web,61.75,66.17,68.24,80243,546.97,155.29,19,0,Healthy,99.9763
2026-07-24,SRV-110,Delhi,Database,49.12,66.69,70.49,75991,338.19,141.99,17,0,Healthy,99.9776
2026-07-25,SRV-101,Mumbai,Web,95.0,47.37,78.31,70388,352.77,176.19,15,1,Critical,99.9787
2026-07-25,SRV-102,Mumbai,Web,32.92,78.1,50.76,86191,490.84,131.15,17,1,Healthy,99.9803
2026-07-25,SRV-103,Chennai,Database,66.11,57.26,56.04,58340,366.53,243.91,18,0,Healthy,99.9691
2026-07-25,SRV-104,Chennai,Database,63.95,45.75,58.83,70251,326.87,116.74,24,0,Healthy,99.9658
2026-07-25,SRV-105,Bengaluru,Application,65.79,69.45,67.53,67794,544.78,60.0,8,1,Healthy,99.9882
2026-07-25,SRV-106,Bengaluru,Application,75.03,86.34,52.15,77009,335.57,241.51,14,0,Warning,99.9818
2026-07-25,SRV-107,Hyderabad,API,66.94,60.37,67.96,61391,601.33,131.23,21,2,Healthy,99.9658
2026-07-25,SRV-108,Hyderabad,API,90.29,58.24,45.61,68036,576.89,322.89,78,2,Critical,99.8854
2026-07-25,SRV-109,Delhi,Web,34.02,63.33,55.08,109505,405.37,201.39,20,1,Healthy,99.9817
2026-07-25,SRV-110,Delhi,Database,44.83,67.39,57.56,81729,382.17,164.03,12,1,Healthy,99.9853
2026-07-26,SRV-101,Mumbai,Web,50.58,57.4,49.52,81810,375.12,194.03,20,1,Healthy,99.9756
2026-07-26,SRV-102,Mumbai,Web,70.5,28.13,65.15,71696,387.68,191.52,19,0,Healthy,99.9735
2026-07-26,SRV-103,Chennai,Database,55.65,91.23,60.76,102637,554.97,75.02,15,0,Warning,99.9854
2026-07-26,SRV-104,Chennai,Database,57.25,64.3,67.49,97403,363.91,223.54,18,0,Healthy,99.9815
2026-07-26,SRV-105,Bengaluru,Application,55.32,63.02,52.03,67555,376.54,124.79,17,0,Healthy,99.9748
2026-07-26,SRV-106,Bengaluru,Application,58.18,71.48,51.44,55829,358.58,168.94,20,0,Healthy,99.9642
2026-07-26,SRV-107,Hyderabad,API,56.98,61.59,64.31,87827,383.96,191.87,22,1,Healthy,99.975
2026-07-26,SRV-108,Hyderabad,API,88.66,59.33,61.49,75580,443.93,392.35,79,3,Critical,99.8955
2026-07-26,SRV-109,Delhi,Web,64.61,83.11,50.64,81535,454.49,126.63,26,0,Healthy,99.9681
2026-07-26,SRV-110,Delhi,Database,50.19,80.71,59.03,61861,515.53,241.85,16,0,Healthy,99.9741
2026-07-27,SRV-101,Mumbai,Web,65.28,79.64,43.17,77541,319.3,173.97,19,1,Healthy,99.9755
2026-07-27,SRV-102,Mumbai,Web,62.17,75.0,53.47,72875,574.08,117.79,26,1,Healthy,99.9643
2026-07-27,SRV-103,Chennai,Database,64.09,76.59,50.52,85463,630.57,178.87,21,1,Healthy,99.9754
2026-07-27,SRV-104,Chennai,Database,59.2,64.98,58.49,95199,267.56,191.87,20,0,Healthy,99.979
2026-07-27,SRV-105,Bengaluru,Application,67.71,67.12,57.33,71367,489.78,168.92,17,1,Healthy,99.9762
2026-07-27,SRV-106,Bengaluru,Application,37.26,50.69,55.56,88388,414.52,97.76,22,1,Healthy,99.9751
2026-07-27,SRV-107,Hyderabad,API,50.28,76.7,63.38,66212,381.12,218.4,17,2,Healthy,99.9743
2026-07-27,SRV-108,Hyderabad,API,41.16,63.14,54.43,95949,420.04,247.46,19,1,Healthy,99.9802
2026-07-27,SRV-109,Delhi,Web,49.32,61.69,51.87,61473,404.14,213.18,12,3,Healthy,99.9805
2026-07-27,SRV-110,Delhi,Database,52.49,74.68,57.06,86696,455.34,106.97,21,2,Healthy,99.9758
2026-07-28,SRV-101,Mumbai,Web,61.74,68.06,45.52,96735,343.27,139.47,16,0,Healthy,99.9835
2026-07-28,SRV-102,Mumbai,Web,49.3,72.33,71.03,76592,500.29,165.41,17,0,Healthy,99.9778
2026-07-28,SRV-103,Chennai,Database,50.59,43.64,72.35,65417,179.05,170.0,17,1,Healthy,99.974
2026-07-28,SRV-104,Chennai,Database,46.88,71.63,39.45,83264,361.96,250.75,24,1,Healthy,99.9712
2026-07-28,SRV-105,Bengaluru,Application,51.94,58.62,49.92,67354,330.09,143.31,16,2,Healthy,99.9762
2026-07-28,SRV-106,Bengaluru,Application,61.44,65.67,50.38,100797,484.81,145.92,16,1,Healthy,99.9841
2026-07-28,SRV-107,Hyderabad,API,56.6,65.01,64.82,74887,415.5,195.96,18,2,Healthy,99.976
2026-07-28,SRV-108,Hyderabad,API,67.33,65.2,49.84,100640,456.41,168.18,21,1,Healthy,99.9791
2026-07-28,SRV-109,Delhi,Web,51.8,65.37,54.51,64897,732.19,226.99,22,0,Healthy,99.9661
2026-07-28,SRV-110,Delhi,Database,54.56,60.02,49.93,64904,361.18,178.8,13,1,Healthy,99.98
2026-07-29,SRV-101,Mumbai,Web,54.56,65.56,60.63,75119,362.86,176.98,19,0,Healthy,99.9747
2026-07-29,SRV-102,Mumbai,Web,49.57,60.7,63.23,71951,379.54,229.96,23,1,Healthy,99.968
2026-07-29,SRV-103,Chennai,Database,35.07,80.2,68.86,116251,307.03,240.23,21,0,Healthy,99.9819
2026-07-29,SRV-104,Chennai,Database,45.39,77.06,46.92,94612,384.82,130.53,15,0,Healthy,99.9841
2026-07-29,SRV-105,Bengaluru,Application,61.36,66.12,72.3,78843,249.98,146.31,21,1,Healthy,99.9734
2026-07-29,SRV-106,Bengaluru,Application,67.41,64.85,61.59,84834,580.91,197.07,19,0,Healthy,99.9776
2026-07-29,SRV-107,Hyderabad,API,61.79,61.39,71.96,42504,473.2,278.46,21,1,Healthy,99.9506
2026-07-29,SRV-108,Hyderabad,API,33.82,59.06,67.35,82449,550.83,172.96,13,0,Healthy,99.9842
2026-07-29,SRV-109,Delhi,Web,48.26,46.36,66.82,80338,562.05,164.0,14,1,Healthy,99.9826
2026-07-29,SRV-110,Delhi,Database,46.97,64.75,64.69,83849,302.37,290.23,15,3,Healthy,99.9821
2026-07-30,SRV-101,Mumbai,Web,42.62,73.13,58.32,58365,267.24,101.19,17,1,Healthy,99.9709
2026-07-30,SRV-102,Mumbai,Web,44.93,66.09,72.86,103108,515.83,165.85,16,1,Healthy,99.9845
2026-07-30,SRV-103,Chennai,Database,51.39,32.71,56.91,91869,491.54,180.29,27,0,Healthy,99.9706
2026-07-30,SRV-104,Chennai,Database,57.42,68.52,59.42,67704,455.5,252.38,22,0,Healthy,99.9675
2026-07-30,SRV-105,Bengaluru,Application,56.12,56.66,63.74,73996,379.93,187.61,17,2,Healthy,99.977
2026-07-30,SRV-106,Bengaluru,Application,69.21,65.0,52.17,78284,444.9,161.13,19,0,Healthy,99.9757
2026-07-30,SRV-107,Hyderabad,API,56.97,60.94,45.51,84546,584.37,217.54,20,2,Healthy,99.9763
2026-07-30,SRV-108,Hyderabad,API,47.76,55.63,65.8,99114,435.72,206.2,22,0,Healthy,99.9778
2026-07-30,SRV-109,Delhi,Web,30.82,49.49,64.57,79730,235.44,202.21,22,0,Healthy,99.9724
2026-07-30,SRV-110,Delhi,Database,46.86,61.62,69.09,36939,371.6,161.49,20,0,Healthy,99.9459
